zipCode,zone,trange,zonetitle,lastSpringFrost,firstFallFrost
50579,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50581,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50582,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50583,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50585,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50586,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50588,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50590,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50591,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50592,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50593,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50594,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50595,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50597,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50598,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50599,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50601,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50602,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50603,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50604,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50605,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50606,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
50607,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50608,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50609,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50611,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50612,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50613,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50614,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50616,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50619,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50620,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50621,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50622,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50623,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50624,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50625,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50626,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50627,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50628,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
50629,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50630,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50631,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50632,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50633,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50634,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50635,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50636,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50638,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50641,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50642,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50643,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50644,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50645,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50647,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50648,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50649,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50650,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50651,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50652,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50653,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50654,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50655,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
50657,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50658,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50659,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50660,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50661,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50662,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50664,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50665,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50666,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50667,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50668,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50669,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50670,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50671,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50672,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50673,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50674,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50675,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50676,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50677,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50680,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50681,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50682,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50701,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50702,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50703,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50704,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50707,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50801,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50830,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50831,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50833,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50835,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50836,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50837,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50839,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50840,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50841,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50842,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50843,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50845,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50846,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50847,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50848,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50849,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50851,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50853,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50854,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50857,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50858,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50859,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50860,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50861,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50862,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50863,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50864,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
50936,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50940,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50947,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50950,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50980,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50981,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50982,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
50983,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51001,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51002,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51003,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51004,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51005,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51006,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51007,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51008,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51009,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51010,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51011,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51012,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51014,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51015,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51016,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51018,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51019,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51020,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51022,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51023,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51024,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51025,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51026,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51027,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51028,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51029,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51030,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51031,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51033,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51034,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51035,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51036,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51037,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51038,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51039,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51040,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51041,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51044,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51045,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51046,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51047,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51048,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51049,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51050,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51051,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51052,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51053,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51054,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51055,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51056,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51058,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51060,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51061,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51062,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51063,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51101,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51102,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51103,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51104,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51105,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51106,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51108,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51109,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51111,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51201,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51230,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51231,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51232,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51234,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51235,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51237,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51238,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51239,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51240,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51241,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51242,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51243,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51244,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51245,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51246,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51247,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51248,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51249,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51250,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51301,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51331,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51333,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51334,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51338,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51340,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51341,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51342,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51343,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51345,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51346,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51347,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51350,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51351,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51354,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
51355,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51357,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51358,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51360,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51363,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51364,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51365,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51366,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51401,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51430,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51431,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51432,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51433,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51436,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51439,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51440,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51441,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51442,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51443,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51444,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51445,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51446,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51447,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51448,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51449,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51450,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51451,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51452,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51453,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51454,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51455,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51458,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51459,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51460,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51461,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51462,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51463,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51465,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51466,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51467,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51501,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51502,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51503,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51510,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51520,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51521,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51523,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51525,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51526,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51527,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51528,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51529,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51530,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51531,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51532,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51533,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51534,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51535,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51536,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51537,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51540,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51541,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51542,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51543,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51544,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51545,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51546,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51548,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51549,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51550,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51551,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51552,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51553,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51554,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51555,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51556,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51557,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51558,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51559,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51560,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51561,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51562,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51563,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51564,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51565,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51566,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51570,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51571,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51572,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51573,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51575,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51576,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51577,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51578,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51579,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51591,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51593,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51601,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51603,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51630,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51631,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51632,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51636,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51637,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51638,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51639,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51640,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51645,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51646,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
51647,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51648,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51649,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51650,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51651,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51652,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51653,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51654,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
51656,5b,-15 to -10,5b: -15 to -10,2000-04-05,2000-10-02
52001,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52002,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52003,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52004,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52030,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52031,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52032,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52033,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52035,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52036,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52037,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52038,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52039,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52040,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52041,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52042,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52043,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
52044,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
52045,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52046,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52047,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
52048,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52049,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52050,4b,-25 to -20,4b: -25 to -20,2000-04-05,2000-10-02
52052,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52053,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52054,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52056,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52057,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52060,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52064,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52065,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
52066,5a,-20 to -15,5a: -20 to -15,2000-04-05,2000-10-02
